Hours,Wind speed,Wind direction,,
1169.5,18,358,,
1170.5,17.6,357,,
1171.5,17.4,356,,
1172.5,17.3,356,,
1173.5,17.1,354,,
1174.5,16.8,353,,
1175.5,16.6,353,,
1176.5,16.6,352,,
1177.5,16.5,352,,
1178.5,16.4,351,,
1179.5,16.3,351,,
1180.5,16,351,,
1181.5,15.8,352,,
1182.5,15.8,352,,
1183.5,16.1,352,,
1184.5,16.5,354,,
1185.5,16.6,357,,
1186.5,16.5,0,,
1187.5,16.3,2,,
1188.5,16.1,2,,
1189.5,16,2,,
1190.5,16,2,,
1191.5,15.9,2,,
1192.5,15.7,2,,
1193.5,15.3,1,,
1194.5,14.9,359,,
1195.5,14.7,357,,
1196.5,14.6,355,,
1197.5,14.4,355,,
1198.5,14.3,353,,
1199.5,14.2,352,,
1200.5,14.1,350,,
1201.5,13.9,349,,
1202.5,13.8,349,,
1203.5,13.6,349,,
1204.5,13.6,351,,
1205.5,13.5,352,,
1206.5,13.7,351,,
1207.5,14.3,351,,
1208.5,14.8,356,,
1209.5,14.9,2,,
1210.5,14.8,6,,
1211.5,14.8,9,,
1212.5,14.9,10,,
1213.5,15,11,,
1214.5,15.1,11,,
1215.5,15.2,11,,
1216.5,15,10,,
1217.5,14.4,9,,
1218.5,14,7,,
1219.5,14,4,,
1220.5,13.8,360,,
1221.5,13.6,356,,
1222.5,13.6,353,,
1223.5,13.6,350,,
1224.5,13.6,349,,
1225.5,13.6,348,,
1226.5,13.5,348,,
1227.5,13.4,348,,
1228.5,13.3,349,,
1229.5,13.3,348,,
1230.5,13.5,349,,
1231.5,14.1,350,,
1232.5,14.4,355,,
1233.5,14.5,2,,
1234.5,14.4,7,,
1235.5,14.4,10,,
1236.5,14.4,12,,
1237.5,14.4,13,,
1238.5,14.7,13,,
1239.5,15,12,,
1240.5,15.1,11,,
1241.5,14.7,10,,
1242.5,14.4,8,,
1243.5,14.2,7,,
1244.5,14.1,5,,
1245.5,13.9,2,,
1246.5,13.7,358,,
1247.5,13.7,355,,
1248.5,13.7,353,,
1249.5,13.8,352,,
1250.5,13.7,350,,
1251.5,13.5,349,,
1252.5,13.4,348,,
1253.5,13.3,348,,
1254.5,13.7,349,,
1255.5,14.2,351,,
1256.5,14.5,357,,
1257.5,14.4,3,,
1258.5,14.3,7,,
1259.5,14.1,10,,
1260.5,13.9,11,,
1261.5,13.9,11,,
1262.5,13.9,10,,
1263.5,14.1,10,,
1264.5,14.2,10,,
1265.5,13.9,9,,
1266.5,13.6,8,,
1267.5,13.3,7,,
1268.5,13,8,,
1269.5,12.8,8,,
1270.5,12.6,6,,
1271.5,12.4,4,,
1272.5,12.4,0,,
1273.5,12.4,356,,
1274.5,12.4,353,,
1275.5,12.4,352,,
1276.5,12.4,352,,
1277.5,12.3,355,,
1278.5,12.6,356,,
1279.5,12.9,358,,
1280.5,12.8,9,,
1281.5,12.2,21,,
1282.5,11.5,28,,
1283.5,11,30,,
1284.5,10.6,30,,
1285.5,10.2,36,,
1286.5,10,51,,
1287.5,10,82,,
1288.5,10.1,119,,
1289.5,10.1,147,,
1290.5,10.1,172,,
1291.5,10.1,179,,
1292.5,10,186,,
1293.5,9.9,194,,
1294.5,9.9,201,,
1295.5,9.8,202,,
1296.5,9.7,194,,
1297.5,9.7,185,,
1298.5,9.8,178,,
1299.5,9.8,180,,
1300.5,9.8,186,,
1301.5,9.8,190,,
1302.5,10.1,191,,
1303.5,10.8,189,,
1304.5,11.5,190,,
1305.5,12,188,,
1306.5,12.6,184,,
1307.5,13.1,181,,
1308.5,13.6,179,,
1309.5,13.9,178,,
1310.5,14.1,178,,
1311.5,13.9,179,,
1312.5,13.6,179,,
1313.5,12.7,179,,
1314.5,11.7,180,,
1315.5,11.1,182,,
1316.5,10.6,187,,
1317.5,10.4,192,,
1318.5,10.2,196,,
1319.5,10.2,200,,
1320.5,10.2,204,,
1321.5,10.1,204,,
1322.5,10.1,201,,
1323.5,10,195,,
1324.5,10,190,,
1325.5,10,186,,
1326.5,10.3,184,,
1327.5,10.9,176,,
1328.5,11.5,181,,
1329.5,11.7,185,,
1330.5,11.7,181,,
1331.5,11.8,175,,
1332.5,11.8,172,,
1333.5,11.8,172,,
1334.5,11.6,171,,
1335.5,11.3,168,,
1336.5,10.8,168,,
1337.5,10.2,171,,
1338.5,9.8,186,,
1339.5,9.5,199,,
1340.5,9.5,251,,
1341.5,9.8,303,,
1342.5,10.2,319,,
1343.5,10.8,333,,
1344.5,11.5,342,,
1345.5,11.9,344,,
1346.5,11.9,345,,
1347.5,11.8,350,,
1348.5,11.9,353,,
1349.5,12.1,355,,
1350.5,12.8,355,,
1351.5,13.9,352,,
1352.5,14.4,352,,
1353.5,14.4,359,,
1354.5,14.3,5,,
1355.5,14.1,8,,
1356.5,13.9,10,,
1357.5,13.8,10,,
1358.5,13.8,9,,
1359.5,13.8,5,,
1360.5,13.9,2,,
1361.5,13.8,359,,
1362.5,13.7,357,,
1363.5,13.6,355,,
1364.5,13.4,355,,
1365.5,13.1,354,,
1366.5,13,352,,
1367.5,12.9,349,,
1368.5,12.7,346,,
1369.5,12.7,344,,
1370.5,12.6,346,,
1371.5,12.6,348,,
1372.5,12.5,348,,
1373.5,12.6,347,,
1374.5,13,348,,
1375.5,13.5,349,,
1376.5,13.9,353,,
1377.5,14,358,,
1378.5,13.9,3,,
1379.5,13.8,6,,
1380.5,13.7,8,,
1381.5,13.7,8,,
1382.5,13.8,8,,
1383.5,13.9,8,,
1384.5,13.8,7,,
1385.5,13.6,5,,
1386.5,13.4,2,,
1387.5,13.3,360,,
1388.5,13,360,,
1389.5,12.7,360,,
1390.5,12.4,359,,
1391.5,12.1,358,,
1392.5,11.8,355,,
1393.5,11.5,350,,
1394.5,11.2,344,,
1395.5,11,340,,
1396.5,11.1,344,,
1397.5,11.2,352,,
1398.5,11.5,359,,
1399.5,12,360,,
1400.5,12.1,7,,
1401.5,11.8,15,,
1402.5,11.6,24,,
1403.5,11.4,32,,
1404.5,11.3,37,,
1405.5,11.3,39,,
1406.5,11.3,40,,
1407.5,11.2,41,,
1408.5,10.8,40,,
1409.5,9.9,40,,
1410.5,12.1,180,,
1411.5,11.5,181,,
1412.5,11,183,,
1413.5,10.9,184,,
1414.5,11,183,,
1415.5,11,181,,
1416.5,11.1,178,,
1417.5,11.1,175,,
1418.5,11.2,172,,
1419.5,11.3,169,,
1420.5,11.2,169,,
1421.5,11.1,171,,
1422.5,11.7,172,,
1423.5,12.8,172,,
1424.5,13.5,175,,
1425.5,14,175,,
1426.5,14.4,171,,
1427.5,14.9,169,,
1428.5,15.2,169,,
1429.5,15.3,169,,
1430.5,15.4,170,,
1431.5,15.2,172,,
1432.5,14.7,174,,
1433.5,13.6,176,,
1434.5,12.7,175,,
1435.5,12.1,173,,
1436.5,11.6,176,,
1437.5,11,180,,
1438.5,10.6,184,,
1439.5,10.3,185,,
1440.5,9.9,187,,
1441.5,9.4,194,,
1442.5,9.2,213,,
1443.5,9.5,332,,
1444.5,10,352,,
1445.5,10.6,357,,
1446.5,11.9,358,,
1447.5,13.1,358,,
1448.5,13.5,0,,
1449.5,13.5,4,,
1450.5,13.5,8,,
1451.5,13.4,12,,
1452.5,13.2,15,,
1453.5,12.9,18,,
1454.5,12.7,21,,
1455.5,12.5,22,,
1456.5,12.4,22,,
1457.5,12.1,18,,
1458.5,12.1,12,,
1459.5,12.3,8,,
1460.5,12.3,4,,
1461.5,12.2,1,,
1462.5,12,360,,
1463.5,11.6,360,,
1464.5,11.1,360,,
1465.5,10.7,1,,
1466.5,10.5,2,,
1467.5,10.3,3,,
1468.5,10.3,2,,
1469.5,10.3,359,,
1470.5,10.7,356,,
1471.5,11.1,354,,
1472.5,11.3,356,,
1473.5,11.7,6,,
1474.5,12.2,15,,
1475.5,12.8,19,,
1476.5,13.4,20,,
1477.5,13.9,18,,
1478.5,14.3,16,,
1479.5,14.5,13,,
1480.5,14.8,11,,
1481.5,14.9,9,,
1482.5,14.9,7,,
1483.5,15,5,,
1484.5,15.1,4,,
1485.5,15.3,3,,
1486.5,15.6,1,,
1487.5,15.7,360,,
1488.5,15.8,359,,
1489.5,16,359,,
1490.5,16.2,360,,
1491.5,16.3,360,,
1492.5,16.5,359,,
1493.5,16.7,359,,
1494.5,17,358,,
1495.5,17.9,358,,
1496.5,18.9,358,,
1497.5,19.5,359,,
1498.5,19.7,359,,
1499.5,19.9,358,,
1500.5,20,358,,
1501.5,20,358,,
1502.5,20,358,,
1503.5,19.9,359,,
1504.5,19.7,359,,
1505.5,19.3,359,,
1506.5,19,357,,
1507.5,19.1,357,,
1508.5,19.2,356,,
1509.5,19.4,356,,
1510.5,19.6,355,,
1511.5,19.7,355,,
1512.5,19.9,355,,
1513.5,20,354,,
1514.5,20,354,,
1515.5,20,354,,
1516.5,20.1,355,,
1517.5,20,355,,
1518.5,20,354,,
1519.5,20.3,354,,
1520.5,20.6,355,,
1521.5,20.9,356,,
1522.5,20.9,358,,
1523.5,20.7,359,,
1524.5,20.6,359,,
1525.5,20.4,0,,
1526.5,20.2,0,,
1527.5,19.9,360,,
1528.5,19.4,359,,
1529.5,19,357,,
1530.5,18.8,355,,
1531.5,18.6,354,,
1532.5,18.5,354,,
1533.5,18.2,354,,
1534.5,18,354,,
1535.5,17.7,354,,
1536.5,17.5,354,,
1537.5,17.4,355,,
1538.5,17.4,354,,
1539.5,17.3,354,,
1540.5,17.3,355,,
1541.5,17.2,355,,
1542.5,17.3,355,,
1543.5,17.6,356,,
1544.5,18.2,358,,
1545.5,18.5,1,,
1546.5,18.5,3,,
1547.5,18.4,4,,
1548.5,18.3,3,,
1549.5,18.2,4,,
1550.5,18.1,4,,
1551.5,18,4,,
1552.5,17.6,4,,
1553.5,16.9,3,,
1554.5,16.4,0,,
1555.5,16.3,357,,
1556.5,16.3,356,,
1557.5,16.2,355,,
1558.5,16,354,,
1559.5,15.8,354,,
1560.5,15.5,355,,
1561.5,15.3,355,,
1562.5,15.1,354,,
1563.5,14.9,354,,
1564.5,14.7,353,,
1565.5,14.6,354,,
1566.5,14.7,354,,
1567.5,15.3,354,,
1568.5,15.7,0,,
1569.5,15.7,7,,
1570.5,15.7,10,,
1571.5,15.7,11,,
1572.5,15.7,14,,
1573.5,15.7,16,,
1574.5,15.6,17,,
1575.5,15.4,15,,
1576.5,15.1,12,,
1577.5,14.4,10,,
1578.5,14,7,,
1579.5,14.2,2,,
1580.5,14.6,356,,
1581.5,14.9,356,,
1582.5,15,357,,
1583.5,14.9,358,,
1584.5,14.7,358,,
1585.5,14.4,358,,
1586.5,14.3,359,,
1587.5,14.1,358,,
1588.5,13.9,357,,
1589.5,13.9,357,,
1590.5,14.2,358,,
1591.5,14.9,360,,
1592.5,15.4,6,,
1593.5,15.4,10,,
1594.5,15.3,12,,
1595.5,15.1,14,,
1596.5,15.1,15,,
1597.5,15.1,15,,
1598.5,15.1,15,,
1599.5,15,14,,
1600.5,14.9,13,,
1601.5,14.4,11,,
1602.5,13.8,10,,
1603.5,13.4,7,,
1604.5,13.2,3,,
1605.5,12.9,359,,
1606.5,12.8,358,,
1607.5,12.7,358,,
1608.5,12.7,359,,
1609.5,12.7,360,,
1610.5,12.6,1,,
1611.5,12.4,1,,
1612.5,12.2,359,,
1613.5,12.1,356,,
1614.5,12.5,355,,
1615.5,12.9,358,,
1616.5,12.9,6,,
1617.5,12.8,9,,
1618.5,12.7,10,,
1619.5,12.6,15,,
1620.5,12.5,19,,
1621.5,12.6,19,,
1622.5,12.8,16,,
1623.5,12.9,12,,
1624.5,13.1,9,,
1625.5,13.1,8,,
1626.5,13.1,6,,
1627.5,13.1,4,,
1628.5,13.2,4,,
1629.5,13.3,2,,
1630.5,13.4,1,,
1631.5,13.4,360,,
1632.5,13.4,358,,
1633.5,13.6,356,,
1634.5,13.6,353,,
1635.5,13.7,351,,
1636.5,13.8,350,,
1637.5,13.9,349,,
1638.5,14.5,349,,
1639.5,15.4,350,,
1640.5,16,354,,
1641.5,16,360,,
1642.5,15.8,4,,
1643.5,15.6,5,,
1644.5,15.5,6,,
1645.5,15.5,6,,
1646.5,15.7,7,,
1647.5,16,6,,
1648.5,16.1,5,,
1649.5,15.8,4,,
1650.5,15.6,2,,
1651.5,15.5,1,,
1652.5,15.3,360,,
1653.5,15.2,359,,
1654.5,15,357,,
1655.5,14.8,352,,
1656.5,14.6,348,,
1657.5,14.4,347,,
1658.5,14.2,348,,
1659.5,13.9,350,,
1660.5,13.8,353,,
1661.5,13.8,355,,
1662.5,14.1,354,,
1663.5,14.8,352,,
1664.5,15.1,359,,
1665.5,14.8,8,,
1666.5,14.3,11,,
1667.5,13.9,9,,
1668.5,13.8,11,,
1669.5,13.6,16,,
1670.5,13.5,18,,
1671.5,13.5,17,,
1672.5,13.4,16,,
1673.5,13.1,14,,
1674.5,12.9,12,,
1675.5,12.8,8,,
1676.5,12.7,3,,
1677.5,12.5,358,,
1678.5,12.3,355,,
1679.5,12.2,352,,
1680.5,12,352,,
1681.5,11.9,352,,
1682.5,11.9,350,,
1683.5,11.9,350,,
1684.5,12,350,,
1685.5,12.2,352,,
1686.5,12.7,352,,
1687.5,13.2,353,,
1688.5,13.1,0,,
1689.5,12.7,9,,
1690.5,12.3,15,,
1691.5,12.2,15,,
1692.5,12.3,13,,
1693.5,12.5,13,,
1694.5,12.8,13,,
1695.5,13.1,11,,
1696.5,13.2,8,,
1697.5,13.1,5,,
1698.5,12.9,1,,
1699.5,12.8,0,,
1700.5,12.6,359,,
1701.5,12.7,355,,
1702.5,12.8,351,,
1703.5,12.9,350,,
1704.5,12.9,348,,
1705.5,12.9,348,,
1706.5,13.1,350,,
1707.5,13.3,352,,
1708.5,13.4,354,,
1709.5,13.4,354,,
1710.5,13.9,353,,
1711.5,14.6,354,,
1712.5,14.7,358,,
1713.5,14.6,2,,
1714.5,14.5,6,,
1715.5,14.5,8,,
1716.5,14.7,8,,
1717.5,14.9,7,,
1718.5,15.2,7,,
1719.5,15.4,8,,
1720.5,15.4,7,,
1721.5,14.9,6,,
1722.5,14.2,4,,
1723.5,13.9,2,,
1724.5,13.7,359,,
1725.5,13.6,358,,
1726.5,13.4,357,,
1727.5,13.3,354,,
1728.5,13.3,351,,
1729.5,13.1,350,,
1730.5,12.9,350,,
1731.5,12.8,350,,
1732.5,12.5,351,,
1733.5,12.2,353,,
1734.5,12.4,353,,
1735.5,12.7,355,,
1736.5,12.5,5,,
1737.5,12,12,,
1738.5,11.6,18,,
1739.5,11.5,22,,
1740.5,11.5,26,,
1741.5,11.4,30,,
1742.5,11.3,30,,
1743.5,11,31,,
1744.5,10.4,32,,
1745.5,9.5,33,,
1746.5,9,25,,
1747.5,9,350,,
1748.5,9.1,338,,
1749.5,9.2,339,,
1750.5,9.3,342,,
1751.5,9.4,343,,
1752.5,9.5,343,,
1753.5,9.5,344,,
1754.5,9.4,351,,
1755.5,9.1,2,,
1756.5,8.9,14,,
1757.5,9,175,,
1758.5,9.5,194,,
1759.5,10.5,189,,
1760.5,11.2,188,,
1761.5,11.6,182,,
1762.5,11.7,174,,
1763.5,11.8,166,,
1764.5,11.8,158,,
1765.5,11.7,154,,
1766.5,11.6,153,,
1767.5,11.4,155,,
1768.5,11.1,160,,
1769.5,10.5,168,,
1770.5,10.1,182,,
1771.5,10,190,,
1772.5,9.9,196,,
1773.5,9.7,208,,
1774.5,9.5,226,,
1775.5,9.4,256,,
1776.5,9.4,296,,
1777.5,9.6,326,,
1778.5,9.8,342,,
1779.5,10.2,352,,
1780.5,10.7,358,,
1781.5,11.2,1,,
1782.5,12.3,1,,
1783.5,13.5,2,,
1784.5,14.4,5,,
1785.5,14.9,7,,
1786.5,15.3,9,,
1787.5,15.7,9,,
1788.5,16.1,8,,
1789.5,16.5,7,,
1790.5,16.9,6,,
1791.5,17.1,6,,
1792.5,17.1,6,,
1793.5,16.7,6,,
1794.5,16.5,4,,
1795.5,16.6,3,,
1796.5,16.5,3,,
1797.5,16.4,2,,
1798.5,16.3,1,,
1799.5,16.2,1,,
1800.5,16.2,1,,
1801.5,16.2,1,,
1802.5,16.2,0,,
1803.5,16.2,359,,
1804.5,16.2,358,,
1805.5,16.2,359,,
1806.5,16.7,0,,
1807.5,17.7,3,,
1808.5,18.4,4,,
1809.5,18.6,4,,
1810.5,18.6,4,,
1811.5,18.5,5,,
1812.5,18.4,5,,
1813.5,18.2,6,,
1814.5,17.9,6,,
1815.5,17.6,7,,
1816.5,17.2,7,,
1817.5,16.6,6,,
1818.5,16.1,4,,
1819.5,15.9,3,,
1820.5,15.9,2,,
1821.5,16,1,,
1822.5,16,0,,
1823.5,15.7,360,,
1824.5,15.4,359,,
1825.5,15.1,359,,
1826.5,14.9,358,,
1827.5,14.8,358,,
1828.5,14.7,358,,
1829.5,14.7,357,,
1830.5,15,358,,
1831.5,15.8,360,,
1832.5,16.3,5,,
1833.5,16.3,10,,
1834.5,16.2,14,,
1835.5,16,16,,
1836.5,15.8,17,,
1837.5,15.6,17,,
1838.5,15.4,17,,
1839.5,15.3,16,,
1840.5,15.2,13,,
1841.5,14.8,11,,
1842.5,14.3,8,,
1843.5,14,5,,
1844.5,13.8,3,,
1845.5,13.6,1,,
1846.5,13.4,358,,
1847.5,13.4,356,,
1848.5,13.4,354,,
1849.5,13.4,353,,
1850.5,13.3,353,,
1851.5,13.3,355,,
1852.5,13.2,356,,
1853.5,13.2,357,,
1854.5,13.6,358,,
1855.5,14.2,1,,
1856.5,14.2,7,,
1857.5,13.8,10,,
1858.5,13.3,12,,
1859.5,12.8,16,,
1860.5,12.5,19,,
1861.5,12.4,23,,
1862.5,12.4,24,,
1863.5,12.5,23,,
1864.5,12.6,21,,
1865.5,12.4,17,,
1866.5,12.4,11,,
1867.5,12.6,6,,
1868.5,12.7,2,,
1869.5,12.8,358,,
1870.5,12.8,356,,
1871.5,12.8,353,,
1872.5,12.8,350,,
1873.5,12.9,347,,
1874.5,13,347,,
1875.5,13,348,,
1876.5,13,350,,
1877.5,13.1,351,,
1878.5,13.7,353,,
1879.5,14.5,356,,
1880.5,14.6,0,,
1881.5,14.3,4,,
1882.5,13.9,6,,
1883.5,13.5,9,,
1884.5,13.3,11,,
1885.5,13.1,13,,
1886.5,13.2,14,,
1887.5,13.4,14,,
1888.5,13.6,13,,
1889.5,13.7,11,,
1890.5,13.7,9,,
1891.5,13.9,7,,
1892.5,13.8,6,,
1893.5,13.6,4,,
1894.5,13.5,360,,
1895.5,13.6,353,,
1896.5,13.9,348,,
1897.5,14.1,346,,
1898.5,14.2,346,,
1899.5,14.1,347,,
1900.5,13.9,347,,
1901.5,13.8,349,,
1902.5,14.2,349,,
1903.5,14.9,352,,
1904.5,15.2,358,,
1905.5,15.1,4,,
1906.5,15,8,,
1907.5,14.9,11,,
1908.5,14.9,13,,
1909.5,14.9,13,,
1910.5,15.1,12,,
1911.5,15.2,11,,
1912.5,15.2,11,,
1913.5,14.9,11,,
1914.5,14.5,9,,
1915.5,14.2,7,,
1916.5,13.9,4,,
1917.5,13.6,1,,
1918.5,13.4,356,,
1919.5,13.3,353,,
1920.5,13.1,350,,
1921.5,12.9,348,,
1922.5,12.8,347,,
1923.5,12.9,350,,
1924.5,13.3,353,,
1925.5,13.6,355,,
1926.5,14.2,356,,
1927.5,15,358,,
1928.5,15.4,2,,
1929.5,15.5,6,,
1930.5,15.4,9,,
1931.5,15.4,12,,
1932.5,15.4,13,,
1933.5,15.5,13,,
1934.5,15.6,13,,
1935.5,15.7,12,,
1936.5,15.8,10,,
1937.5,15.5,9,,
1938.5,15,7,,
1939.5,14.8,4,,
1940.5,14.7,2,,
1941.5,14.7,2,,
1942.5,14.7,2,,
1943.5,14.7,1,,
1944.5,14.8,0,,
1945.5,14.8,0,,
1946.5,14.7,1,,
1947.5,14.5,1,,
1948.5,14.4,1,,
1949.5,14.2,359,,
1950.5,14.6,357,,
1951.5,15.2,358,,
1952.5,15.2,1,,
1953.5,14.7,4,,
1954.5,14.1,8,,
1955.5,13.7,11,,
1956.5,13.5,14,,
1957.5,13.5,14,,
1958.5,13.6,16,,
1959.5,13.9,18,,
1960.5,14.1,21,,
1961.5,13.8,22,,
1962.5,13.4,21,,
1963.5,13.2,17,,
1964.5,13.1,12,,
1965.5,13.1,4,,
1966.5,13.2,1,,
1967.5,13.4,360,,
1968.5,13.5,0,,
1969.5,13.7,1,,
1970.5,13.8,1,,
1971.5,13.8,1,,
1972.5,13.8,360,,
1973.5,13.9,358,,
1974.5,14.5,359,,
1975.5,15.1,1,,
1976.5,15.2,4,,
1977.5,15.1,9,,
1978.5,14.8,13,,
1979.5,14.6,15,,
1980.5,14.5,14,,
1981.5,14.5,12,,
1982.5,14.6,13,,
1983.5,14.7,13,,
1984.5,14.7,12,,
1985.5,14.5,11,,
1986.5,14.1,10,,
1987.5,14,7,,
1988.5,13.9,6,,
1989.5,13.7,4,,
1990.5,13.6,360,,
1991.5,13.7,355,,
1992.5,13.8,353,,
1993.5,14,353,,
1994.5,14.1,355,,
1995.5,14,355,,
1996.5,13.9,355,,
1997.5,13.9,354,,
1998.5,14.4,354,,
1999.5,15,356,,
2000.5,15.1,1,,
2001.5,14.9,6,,
2002.5,14.8,9,,
2003.5,14.7,11,,
2004.5,14.7,12,,
2005.5,14.9,12,,
2006.5,15.2,12,,
2007.5,15.3,12,,
2008.5,15.4,12,,
2009.5,15.1,11,,
2010.5,14.6,8,,
2011.5,14.4,4,,
2012.5,14.2,1,,
2013.5,14,358,,
2014.5,14,356,,
2015.5,14,354,,
2016.5,14.1,352,,
2017.5,14,352,,
2018.5,13.9,353,,
2019.5,13.7,354,,
2020.5,13.5,354,,
2021.5,13.5,353,,
2022.5,13.9,352,,
2023.5,14.6,354,,
2024.5,14.7,1,,
2025.5,14.3,6,,
2026.5,13.9,8,,
2027.5,13.6,11,,
2028.5,13.4,14,,
2029.5,13.2,16,,
2030.5,13.2,17,,
2031.5,13.3,18,,
2032.5,13.2,18,,
2033.5,12.8,16,,
2034.5,12.4,12,,
2035.5,12.4,6,,
2036.5,12.6,2,,
2037.5,12.7,1,,
2038.5,12.6,0,,
2039.5,12.5,1,,
2040.5,12.3,1,,
2041.5,12.3,359,,
2042.5,12.4,357,,
2043.5,12.4,358,,
2044.5,12.3,358,,
2045.5,12.3,359,,
2046.5,12.7,359,,
2047.5,13,1,,
2048.5,12.8,6,,
2049.5,12.5,11,,
2050.5,12.2,15,,
2051.5,12.1,18,,
2052.5,12.2,19,,
2053.5,12.3,19,,
2054.5,12.5,18,,
2055.5,12.6,16,,
2056.5,12.7,15,,
2057.5,12.4,14,,
2058.5,12.2,11,,
2059.5,12.2,8,,
2060.5,12.2,3,,
2061.5,12.3,360,,
2062.5,12.4,358,,
2063.5,12.5,356,,
2064.5,12.6,355,,
2065.5,12.7,354,,
2066.5,12.8,354,,
2067.5,12.8,353,,
2068.5,12.7,352,,
2069.5,12.8,352,,
2070.5,13.4,351,,
2071.5,14.1,354,,
2072.5,14.1,1,,
2073.5,13.8,7,,
2074.5,13.3,13,,
2075.5,12.9,17,,
2076.5,12.7,20,,
2077.5,12.5,21,,
2078.5,12.5,23,,
2079.5,12.5,23,,
2080.5,12.4,23,,
2081.5,11.9,22,,
2082.5,11.5,19,,
2083.5,11.3,14,,
2084.5,11,10,,
2085.5,10.8,6,,
2086.5,10.8,358,,
2087.5,11,354,,
2088.5,11.3,356,,
2089.5,11.6,357,,
2090.5,11.7,356,,
2091.5,11.7,356,,
2092.5,11.7,356,,
2093.5,11.8,359,,
2094.5,12,1,,
2095.5,12.2,6,,
2096.5,11.8,13,,
2097.5,11.3,18,,
2098.5,11,24,,
2099.5,10.7,32,,
2100.5,10.5,41,,
2101.5,10.3,48,,
2102.5,10.2,56,,
2103.5,10.2,63,,
2104.5,10.1,71,,
2105.5,9.8,81,,
2106.5,9.5,119,,
2107.5,9.4,137,,
2108.5,9.1,153,,
2109.5,9.1,221,,
2110.5,9.4,292,,
2111.5,9.6,310,,
2112.5,10,325,,
2113.5,10.6,335,,
2114.5,11.1,343,,
2115.5,11.5,348,,
2116.5,11.8,351,,
2117.5,12,352,,
2118.5,12.5,351,,
2119.5,13.1,354,,
2120.5,13.2,360,,
2121.5,13,6,,
2122.5,12.8,10,,
2123.5,12.7,13,,
2124.5,12.7,15,,
2125.5,12.7,16,,
2126.5,12.7,17,,
2127.5,12.7,16,,
2128.5,12.6,16,,
2129.5,12.2,16,,
2130.5,11.9,14,,
2131.5,11.7,11,,
2132.5,11.5,8,,
2133.5,11.5,3,,
2134.5,11.5,356,,
2135.5,11.6,350,,
2136.5,11.7,346,,
2137.5,11.8,345,,
2138.5,11.8,345,,
2139.5,11.7,348,,
2140.5,11.6,350,,
2141.5,11.5,351,,
2142.5,11.8,351,,
2143.5,11.8,355,,
2144.5,11.3,3,,
2145.5,10.4,12,,
2146.5,9.8,32,,
2147.5,10,98,,
2148.5,10.9,143,,
2149.5,12,157,,
2150.5,12.8,164,,
2151.5,13.3,168,,
2152.5,13.3,171,,
2153.5,12.8,174,,
2154.5,12.6,14,,
2155.5,12.7,11,,
2156.5,12.7,8,,
2157.5,12.7,6,,
2158.5,12.7,5,,
2159.5,12.7,5,,
2160.5,12.7,6,,
2161.5,12.7,5,,
2162.5,12.6,5,,
2163.5,12.4,4,,
2164.5,12.2,3,,
2165.5,12.3,2,,
2166.5,12.6,360,,
2167.5,12.9,360,,
2168.5,12.5,7,,
2169.5,11.8,18,,
2170.5,11.2,30,,
2171.5,10.7,43,,
2172.5,10.4,58,,
2173.5,10.4,78,,
2174.5,10.6,104,,
2175.5,10.8,132,,
2176.5,11.1,152,,
2177.5,10.9,165,,
2178.5,10.6,180,,
2179.5,10.7,185,,
2180.5,10.6,184,,
2181.5,10.4,181,,
2182.5,10.2,178,,
2183.5,10,174,,
2184.5,10,172,,
2185.5,10,172,,
2186.5,9.9,175,,
2187.5,9.9,178,,
2188.5,10,180,,
2189.5,10.1,180,,
2190.5,11,177,,
2191.5,12.1,179,,
2192.5,12.7,183,,
2193.5,13.1,182,,
2194.5,13.6,179,,
2195.5,14.1,176,,
2196.5,14.5,175,,
2197.5,14.7,174,,
2198.5,14.8,176,,
2199.5,14.7,178,,
2200.5,14.3,180,,
2201.5,13.5,180,,
2202.5,12.7,176,,
2203.5,12.3,170,,
2204.5,12.1,168,,
2205.5,12,167,,
2206.5,11.9,165,,
2207.5,11.8,164,,
2208.5,11.7,161,,
2209.5,11.5,155,,
2210.5,11.2,152,,
2211.5,11,151,,
2212.5,10.7,154,,
2213.5,10.6,158,,
2214.5,11,161,,
2215.5,11.5,166,,
2216.5,11.3,171,,
2217.5,11.1,167,,
2218.5,11,154,,
2219.5,11.1,148,,
2220.5,11,150,,
2221.5,10.7,151,,
2222.5,10.4,149,,
2223.5,10,143,,
2224.5,9.7,137,,
2225.5,9.5,132,,
2226.5,9.3,173,,
2227.5,9.1,186,,
2228.5,9.3,327,,
2229.5,10.1,1,,
2230.5,11,1,,
2231.5,11.9,356,,
2232.5,12.7,352,,
2233.5,13.2,353,,
2234.5,13.2,356,,
2235.5,13.2,355,,
2236.5,13.4,355,,
2237.5,13.6,355,,
2238.5,14.1,354,,
2239.5,14.8,354,,
2240.5,15,357,,
2241.5,14.9,3,,
2242.5,14.7,9,,
2243.5,14.6,12,,
2244.5,14.6,14,,
2245.5,14.6,16,,
2246.5,14.6,18,,
2247.5,14.5,19,,
2248.5,14.3,19,,
2249.5,13.7,19,,
2250.5,13,19,,
2251.5,12.6,18,,
2252.5,12.5,14,,
2253.5,12.6,11,,
2254.5,12.8,7,,
2255.5,13,6,,
2256.5,13.2,5,,
2257.5,13.4,3,,
2258.5,13.4,2,,
2259.5,13.3,360,,
