Hours,Wind speed,Wind direction,,
2260.5,13.2,357,,
2261.5,13.2,354,,
2262.5,13.6,352,,
2263.5,13.9,354,,
2264.5,14.2,0,,
2265.5,14.3,5,,
2266.5,14.2,8,,
2267.5,14.1,10,,
2268.5,13.9,14,,
2269.5,13.7,15,,
2270.5,13.6,16,,
2271.5,13.6,16,,
2272.5,13.5,16,,
2273.5,13.2,16,,
2274.5,12.6,15,,
2275.5,12.2,13,,
2276.5,12.1,10,,
2277.5,12.1,9,,
2278.5,12.1,6,,
2279.5,12.2,5,,
2280.5,12.3,4,,
2281.5,12.5,2,,
2282.5,12.6,360,,
2283.5,12.7,358,,
2284.5,12.7,356,,
2285.5,12.8,356,,
2286.5,13.3,355,,
2287.5,13.7,357,,
2288.5,13.5,4,,
2289.5,12.9,15,,
2290.5,12.1,26,,
2291.5,11.3,35,,
2292.5,10.7,44,,
2293.5,10.3,63,,
2294.5,10.6,103,,
2295.5,11.3,139,,
2296.5,12,156,,
2297.5,12.2,165,,
2298.5,12.1,173,,
2299.5,11.9,177,,
2300.5,11.6,180,,
2301.5,11.2,180,,
2302.5,10.9,178,,
2303.5,10.8,176,,
2304.5,10.8,175,,
2305.5,10.9,174,,
2306.5,11.1,174,,
2307.5,11.3,175,,
2308.5,11.6,176,,
2309.5,11.8,178,,
2310.5,12.6,180,,
2311.5,13.6,183,,
2312.5,14.2,185,,
2313.5,14.7,184,,
2314.5,15.1,181,,
2315.5,15.4,178,,
2316.5,15.7,175,,
2317.5,15.8,174,,
2318.5,15.7,173,,
2319.5,15.6,173,,
2320.5,15.3,174,,
2321.5,14.8,174,,
2322.5,14.3,172,,
2323.5,13.9,171,,
2324.5,13.7,172,,
2325.5,13.4,174,,
2326.5,13.2,175,,
2327.5,12.9,175,,
2328.5,12.8,174,,
2329.5,12.7,174,,
2330.5,12.4,175,,
2331.5,12,176,,
2332.5,11.5,177,,
2333.5,11.1,180,,
2334.5,11,181,,
2335.5,10.3,190,,
2336.5,9.6,230,,
2337.5,9.7,330,,
2338.5,10,3,,
2339.5,10.4,15,,
2340.5,10.8,15,,
2341.5,11.3,11,,
2342.5,12.1,8,,
2343.5,13.1,3,,
2344.5,14.2,360,,
2345.5,15,359,,
2346.5,15.7,358,,
2347.5,16.2,358,,
2348.5,16.3,357,,
2349.5,16.1,356,,
2350.5,16,355,,
2351.5,15.9,354,,
2352.5,15.8,353,,
2353.5,15.8,352,,
2354.5,15.9,350,,
2355.5,16,350,,
2356.5,16.2,349,,
2357.5,16.4,349,,
2358.5,16.9,349,,
2359.5,17.5,350,,
2360.5,17.8,355,,
2361.5,17.8,360,,
2362.5,17.5,3,,
2363.5,17.2,6,,
2364.5,16.9,10,,
2365.5,16.7,12,,
2366.5,16.4,14,,
2367.5,16.2,15,,
2368.5,16.1,14,,
2369.5,15.9,12,,
2370.5,15.6,10,,
2371.5,15.4,9,,
2372.5,15.3,7,,
2373.5,15.3,5,,
2374.5,15.3,2,,
2375.5,15.3,359,,
2376.5,15.2,356,,
2377.5,15.1,355,,
2378.5,15,354,,
2379.5,14.9,354,,
2380.5,14.7,354,,
2381.5,14.6,355,,
2382.5,15.1,354,,
2383.5,15.8,356,,
2384.5,16.2,0,,
2385.5,16.2,3,,
2386.5,16,6,,
2387.5,15.7,8,,
2388.5,15.6,9,,
2389.5,15.6,9,,
2390.5,15.6,10,,
2391.5,15.6,11,,
2392.5,15.6,12,,
2393.5,15.3,12,,
2394.5,14.8,13,,
2395.5,14.4,12,,
2396.5,14.2,9,,
2397.5,14.1,4,,
2398.5,14,1,,
2399.5,13.9,359,,
2400.5,13.8,358,,
2401.5,13.8,358,,
2402.5,13.7,357,,
2403.5,13.6,356,,
2404.5,13.4,355,,
2405.5,13.4,354,,
2406.5,14,353,,
2407.5,14.7,356,,
2408.5,15,1,,
2409.5,15.1,6,,
2410.5,14.9,11,,
2411.5,14.9,14,,
2412.5,14.9,15,,
2413.5,15.1,16,,
2414.5,15.3,16,,
2415.5,15.4,16,,
2416.5,15.3,16,,
2417.5,15,15,,
2418.5,14.5,12,,
2419.5,14.2,6,,
2420.5,14.2,2,,
2421.5,14.2,1,,
2422.5,14.3,1,,
2423.5,14.2,1,,
2424.5,14,0,,
2425.5,14,360,,
2426.5,13.9,360,,
2427.5,13.8,358,,
2428.5,13.7,356,,
2429.5,13.6,355,,
2430.5,13.9,354,,
2431.5,14.5,358,,
2432.5,14.6,3,,
2433.5,14.3,8,,
2434.5,14,14,,
2435.5,13.7,18,,
2436.5,13.5,19,,
2437.5,13.4,18,,
2438.5,13.3,18,,
2439.5,13.2,17,,
2440.5,13.1,16,,
2441.5,12.6,14,,
2442.5,12.2,9,,
2443.5,12.1,0,,
2444.5,12.2,352,,
2445.5,12.2,352,,
2446.5,12.1,1,,
2447.5,12,9,,
2448.5,11.8,11,,
2449.5,11.7,10,,
2450.5,11.6,8,,
2451.5,11.6,4,,
2452.5,11.6,1,,
2453.5,11.8,1,,
2454.5,12.4,4,,
2455.5,12.8,12,,
2456.5,12.6,17,,
2457.5,12,24,,
2458.5,11.3,36,,
2459.5,10.9,51,,
2460.5,10.8,70,,
2461.5,11,100,,
2462.5,11.6,128,,
2463.5,12,145,,
2464.5,12,157,,
2465.5,11.3,166,,
2466.5,10.6,174,,
2467.5,10.1,176,,
2468.5,9.7,173,,
2469.5,9.4,158,,
2470.5,9.4,108,,
2471.5,9.7,54,,
2472.5,10,32,,
2473.5,10.3,21,,
2474.5,10.5,12,,
2475.5,10.9,3,,
2476.5,11.7,357,,
2477.5,12.5,354,,
2478.5,13.3,354,,
2479.5,13.7,357,,
2480.5,13.7,355,,
2481.5,13.3,355,,
2482.5,12.7,2,,
2483.5,12.3,11,,
2484.5,12,20,,
2485.5,11.9,28,,
2486.5,11.9,33,,
2487.5,11.9,32,,
2488.5,12,28,,
2489.5,12,22,,
2490.5,12.1,17,,
2491.5,12.7,14,,
2492.5,13.3,13,,
2493.5,13.4,15,,
2494.5,13.2,14,,
2495.5,12.9,10,,
2496.5,12.9,7,,
2497.5,12.8,6,,
2498.5,12.6,6,,
2499.5,12.5,3,,
2500.5,12.5,360,,
2501.5,12.5,358,,
2502.5,12.9,357,,
2503.5,13.2,359,,
2504.5,13.1,2,,
2505.5,12.8,7,,
2506.5,12.5,12,,
2507.5,12,15,,
2508.5,11.6,19,,
2509.5,11.2,24,,
2510.5,10.9,29,,
2511.5,10.6,30,,
2512.5,10.3,26,,
2513.5,9.7,18,,
2514.5,9.4,2,,
2515.5,9.7,348,,
2516.5,10.2,355,,
2517.5,10.7,8,,
2518.5,11.2,17,,
2519.5,11.5,20,,
2520.5,11.6,20,,
2521.5,11.7,20,,
2522.5,11.6,20,,
2523.5,11.6,17,,
2524.5,11.8,8,,
2525.5,12.1,2,,
2526.5,12.4,358,,
2527.5,12.9,350,,
2528.5,13.8,344,,
2529.5,14.4,343,,
2530.5,14.6,348,,
2531.5,14.6,359,,
2532.5,14.6,7,,
2533.5,14.4,10,,
2534.5,14.3,11,,
2535.5,14.2,12,,
2536.5,14,13,,
2537.5,13.3,15,,
2538.5,12.6,15,,
2539.5,12.5,15,,
2540.5,12.5,14,,
2541.5,12.5,12,,
2542.5,12.5,9,,
2543.5,12.6,7,,
2544.5,12.6,4,,
2545.5,12.6,2,,
2546.5,12.7,0,,
2547.5,12.6,358,,
2548.5,12.4,358,,
2549.5,12.4,357,,
2550.5,12.8,357,,
2551.5,13,0,,
2552.5,12.8,5,,
2553.5,12.5,9,,
2554.5,12.3,13,,
2555.5,12.1,17,,
2556.5,11.9,21,,
2557.5,11.7,25,,
2558.5,11.4,27,,
2559.5,11.1,32,,
2560.5,10.7,35,,
2561.5,10.2,28,,
2562.5,9.9,4,,
2563.5,10.2,349,,
2564.5,10.7,355,,
2565.5,11.2,3,,
2566.5,11.4,7,,
2567.5,11.4,8,,
2568.5,11.3,10,,
2569.5,11.1,11,,
2570.5,11,8,,
2571.5,11.1,359,,
2572.5,11.3,352,,
2573.5,11.5,352,,
2574.5,12.1,350,,
2575.5,12.6,356,,
2576.5,12.6,7,,
2577.5,12,13,,
2578.5,11.5,19,,
2579.5,11.1,23,,
2580.5,10.8,30,,
2581.5,10.5,39,,
2582.5,10.3,53,,
2583.5,10,65,,
2584.5,9.9,82,,
2585.5,9.6,106,,
2586.5,9.3,156,,
2587.5,9.2,195,,
2588.5,9.2,245,,
2589.5,9.5,295,,
2590.5,10.2,336,,
2591.5,11.1,354,,
2592.5,11.8,359,,
2593.5,12.4,4,,
2594.5,12.5,7,,
2595.5,12.3,8,,
2596.5,12,8,,
2597.5,12,7,,
2598.5,12.6,8,,
2599.5,13.2,12,,
2600.5,13.2,13,,
2601.5,13.1,14,,
2602.5,12.8,15,,
2603.5,12.5,18,,
2604.5,12,22,,
2605.5,11.6,27,,
2606.5,11.2,30,,
2607.5,10.9,34,,
2608.5,10.6,37,,
2609.5,10,38,,
2610.5,9.4,38,,
2611.5,9.5,17,,
2612.5,9.8,12,,
2613.5,10.4,11,,
2614.5,10.9,8,,
2615.5,11.5,5,,
2616.5,11.9,4,,
2617.5,12.1,4,,
2618.5,12.1,5,,
2619.5,11.8,5,,
2620.5,11.5,5,,
2621.5,11.5,5,,
2622.5,11.8,6,,
2623.5,11.8,12,,
2624.5,11.3,16,,
2625.5,10.5,19,,
2626.5,9.7,28,,
2627.5,9.7,82,,
2628.5,10.4,147,,
2629.5,11.3,160,,
2630.5,12.2,164,,
2631.5,12.8,166,,
2632.5,13,168,,
2633.5,12.7,171,,
2634.5,12,175,,
2635.5,11.3,180,,
2636.5,10.4,185,,
2637.5,9.5,193,,
2638.5,9.3,196,,
2639.5,10,1,,
2640.5,11.2,10,,
2641.5,12.1,9,,
2642.5,12.5,9,,
2643.5,12.5,9,,
2644.5,12.2,7,,
2645.5,12.1,6,,
2646.5,12.5,6,,
2647.5,12.6,11,,
2648.5,12.2,15,,
2649.5,11.6,22,,
2650.5,10.9,31,,
2651.5,10.3,43,,
2652.5,10.1,69,,
2653.5,10.3,112,,
2654.5,11,141,,
2655.5,11.7,156,,
2656.5,12.2,165,,
2657.5,12,171,,
2658.5,11.5,178,,
2659.5,11.3,184,,
2660.5,10.8,188,,
2661.5,10.2,193,,
2662.5,9.8,196,,
2663.5,9.5,190,,
2664.5,9.3,168,,
2665.5,9.1,128,,
2666.5,9.1,73,,
2667.5,9.2,40,,
2668.5,9.3,21,,
2669.5,9.5,5,,
2670.5,9.5,350,,
2671.5,9.7,342,,
2672.5,10.6,179,,
2673.5,11.8,172,,
2674.5,12.8,169,,
2675.5,13.7,168,,
2676.5,14.4,173,,
2677.5,14.8,178,,
2678.5,14.9,179,,
2679.5,14.8,179,,
2680.5,14.6,179,,
2681.5,14.2,178,,
2682.5,13.6,178,,
2683.5,13.2,179,,
2684.5,12.8,180,,
2685.5,12.5,180,,
2686.5,12.3,179,,
2687.5,12.1,177,,
2688.5,11.8,175,,
2689.5,11.5,178,,
2690.5,11.6,183,,
2691.5,11.9,180,,
2692.5,12.1,180,,
2693.5,12.3,182,,
2694.5,13.1,184,,
2695.5,13.9,187,,
2696.5,14.3,189,,
2697.5,14.6,188,,
2698.5,14.9,185,,
2699.5,15.2,182,,
2700.5,15.5,179,,
2701.5,15.7,178,,
2702.5,15.8,178,,
2703.5,15.7,178,,
2704.5,15.5,178,,
2705.5,14.9,178,,
2706.5,14.3,178,,
2707.5,13.9,179,,
2708.5,13.5,182,,
2709.5,13.3,185,,
2710.5,13,188,,
2711.5,12.7,190,,
2712.5,12.4,189,,
2713.5,12.1,185,,
2714.5,12,177,,
2715.5,12,171,,
2716.5,12,169,,
2717.5,12.2,170,,
2718.5,13,174,,
2719.5,13.9,179,,
2720.5,14.4,182,,
2721.5,14.7,182,,
2722.5,14.9,180,,
2723.5,15.3,178,,
2724.5,15.6,177,,
2725.5,15.9,176,,
2726.5,16,177,,
2727.5,15.9,178,,
2728.5,15.5,179,,
2729.5,14.8,179,,
2730.5,14.1,177,,
2731.5,13.8,175,,
2732.5,13.6,176,,
2733.5,13.3,178,,
2734.5,12.9,179,,
2735.5,12.7,180,,
2736.5,12.5,180,,
2737.5,12.3,181,,
2738.5,12.3,182,,
2739.5,12.2,182,,
2740.5,12.2,181,,
2741.5,12.3,181,,
2742.5,12.8,181,,
2743.5,13.3,184,,
2744.5,13.5,184,,
2745.5,13.8,175,,
2746.5,14,170,,
2747.5,14.1,170,,
2748.5,14.2,168,,
2749.5,14.3,168,,
2750.5,14.1,169,,
2751.5,13.8,170,,
2752.5,13.3,171,,
2753.5,12.5,172,,
2754.5,11.7,171,,
2755.5,11,171,,
2756.5,10.4,176,,
2757.5,9.8,185,,
2758.5,9.3,191,,
2759.5,9.1,200,,
2760.5,9.4,14,,
2761.5,9.9,23,,
2762.5,10.5,22,,
2763.5,10.9,18,,
2764.5,11.2,12,,
2765.5,11.5,6,,
2766.5,12,1,,
2767.5,12.1,359,,
2768.5,11.8,2,,
2769.5,11.6,9,,
2770.5,11.7,17,,
2771.5,11.6,25,,
2772.5,11.5,30,,
2773.5,11.3,30,,
2774.5,11.3,26,,
2775.5,11.2,25,,
2776.5,11,25,,
2777.5,10.4,22,,
2778.5,9.9,17,,
2779.5,9.8,5,,
2780.5,10.1,2,,
2781.5,10.5,6,,
2782.5,11,9,,
2783.5,11.5,6,,
2784.5,12,1,,
2785.5,12.3,359,,
2786.5,12.2,359,,
2787.5,11.8,358,,
2788.5,11.4,356,,
2789.5,11.1,356,,
2790.5,11,360,,
2791.5,10.4,16,,
2792.5,9.9,56,,
2793.5,10.3,134,,
2794.5,11.3,166,,
2795.5,12.3,172,,
2796.5,13.2,172,,
2797.5,14,172,,
2798.5,14.4,171,,
2799.5,14.5,172,,
2800.5,14.3,172,,
2801.5,13.7,172,,
2802.5,12.9,171,,
2803.5,12.2,171,,
2804.5,11.5,172,,
2805.5,11,173,,
2806.5,10.6,172,,
2807.5,10.4,169,,
2808.5,10.2,166,,
2809.5,10.2,165,,
2810.5,10.3,163,,
2811.5,10.4,164,,
2812.5,10.2,165,,
2813.5,10.2,176,,
2814.5,10.3,193,,
2815.5,10,200,,
2816.5,9.6,181,,
2817.5,9.9,117,,
2818.5,10.4,109,,
2819.5,10.8,118,,
2820.5,11.2,134,,
2821.5,11.6,152,,
2822.5,11.9,164,,
2823.5,12.2,171,,
2824.5,12.4,176,,
2825.5,12.5,178,,
2826.5,12.5,182,,
2827.5,12.3,187,,
2828.5,11.6,193,,
2829.5,10.7,196,,
2830.5,10.1,197,,
2831.5,9.7,194,,
2832.5,9.4,192,,
2833.5,9.3,192,,
2834.5,9.3,192,,
2835.5,9.3,192,,
2836.5,9.3,188,,
2837.5,9.5,184,,
2838.5,9.9,176,,
2839.5,10.5,173,,
2840.5,11.2,165,,
2841.5,12.2,160,,
2842.5,13.1,162,,
2843.5,13.9,166,,
2844.5,14.6,169,,
2845.5,15,172,,
2846.5,15.3,175,,
2847.5,15.4,178,,
2848.5,15.3,180,,
2849.5,15.1,181,,
2850.5,14.7,181,,
2851.5,14.4,182,,
2852.5,14.2,184,,
2853.5,13.9,182,,
2854.5,13.8,180,,
2855.5,13.6,178,,
2856.5,13.5,176,,
2857.5,13.4,176,,
2858.5,13.3,175,,
2859.5,13.2,174,,
2860.5,13.1,173,,
2861.5,13.3,174,,
2862.5,14,177,,
2863.5,14.9,180,,
2864.5,15.5,181,,
2865.5,15.9,180,,
2866.5,16.4,177,,
2867.5,16.9,175,,
2868.5,17.4,173,,
2869.5,17.7,173,,
2870.5,17.8,174,,
2871.5,17.8,174,,
2872.5,17.6,175,,
2873.5,17.1,177,,
2874.5,10,174,,
2875.5,10.1,191,,
2876.5,10.1,203,,
2877.5,10,212,,
2878.5,9.9,217,,
2879.5,9.7,222,,
2880.5,9.6,227,,
2881.5,9.5,226,,
2882.5,9.4,225,,
2883.5,9.4,224,,
2884.5,9.3,220,,
2885.5,9.2,218,,
2886.5,9.2,213,,
2887.5,9.4,204,,
2888.5,9.6,170,,
2889.5,9.7,158,,
2890.5,9.8,152,,
2891.5,10,146,,
2892.5,10.3,142,,
2893.5,10.4,141,,
2894.5,10.5,138,,
2895.5,10.5,136,,
2896.5,10.3,136,,
2897.5,9.9,139,,
2898.5,9.7,162,,
2899.5,9.8,187,,
2900.5,9.9,204,,
2901.5,9.8,213,,
2902.5,9.7,220,,
2903.5,9.6,225,,
2904.5,9.5,228,,
2905.5,9.3,228,,
2906.5,9.2,222,,
2907.5,9.1,210,,
2908.5,9.1,195,,
2909.5,9,176,,
2910.5,9.2,156,,
2911.5,9.8,152,,
2912.5,10.4,156,,
2913.5,10.8,159,,
2914.5,11.1,161,,
2915.5,11.5,162,,
2916.5,11.9,164,,
2917.5,12.4,166,,
2918.5,12.8,169,,
2919.5,13,171,,
2920.5,13.1,173,,
2921.5,12.8,175,,
2922.5,12.3,178,,
2923.5,11.7,181,,
2924.5,11.3,182,,
2925.5,11.1,179,,
2926.5,11.1,176,,
2927.5,11.1,175,,
2928.5,11.2,175,,
2929.5,11.4,174,,
2930.5,11.6,172,,
2931.5,11.9,171,,
2932.5,12.3,172,,
2933.5,12.6,175,,
2934.5,13.3,176,,
2935.5,14,180,,
2936.5,14.4,183,,
2937.5,14.8,181,,
2938.5,15.2,179,,
2939.5,15.5,176,,
2940.5,15.8,174,,
2941.5,16,172,,
2942.5,15.9,171,,
2943.5,15.8,170,,
2944.5,15.6,170,,
2945.5,15.1,170,,
2946.5,14.5,170,,
2947.5,14.2,169,,
2948.5,13.9,170,,
2949.5,13.8,170,,
2950.5,13.5,170,,
2951.5,13.2,170,,
2952.5,12.8,170,,
2953.5,12.5,169,,
2954.5,12.1,168,,
2955.5,12,169,,
2956.5,12,171,,
2957.5,12.1,172,,
2958.5,12.7,172,,
2959.5,13.2,174,,
2960.5,13.3,175,,
2961.5,13.4,173,,
2962.5,13.6,171,,
2963.5,13.7,170,,
2964.5,13.8,169,,
2965.5,13.8,169,,
2966.5,13.6,169,,
2967.5,13.4,170,,
2968.5,13.1,170,,
2969.5,12.6,171,,
2970.5,12,175,,
2971.5,11.6,181,,
2972.5,11.3,186,,
2973.5,11.1,190,,
2974.5,10.9,194,,
2975.5,10.6,199,,
2976.5,10.3,205,,
2977.5,10,211,,
2978.5,9.9,219,,
2979.5,9.8,225,,
2980.5,9.7,224,,
2981.5,9.5,213,,
2982.5,9.6,188,,
2983.5,9.9,156,,
2984.5,10.3,124,,
2985.5,10.6,117,,
2986.5,10.7,123,,
2987.5,10.7,139,,
2988.5,10.9,159,,
2989.5,11.1,172,,
2990.5,11.4,175,,
2991.5,11.8,175,,
2992.5,12.2,175,,
2993.5,12.4,176,,
2994.5,12.5,181,,
2995.5,12.5,186,,
2996.5,12.1,190,,
2997.5,11.7,191,,
2998.5,11.4,191,,
2999.5,11.1,192,,
3000.5,10.8,194,,
3001.5,10.4,196,,
3002.5,10,196,,
3003.5,9.9,198,,
3004.5,9.8,202,,
3005.5,9.9,206,,
3006.5,10.4,206,,
3007.5,10.7,203,,
3008.5,10.8,195,,
3009.5,11,183,,
3010.5,11.3,169,,
3011.5,12.1,160,,
3012.5,12.9,160,,
3013.5,13.5,163,,
3014.5,13.9,168,,
3015.5,13.9,174,,
3016.5,13.6,179,,
3017.5,13.1,181,,
3018.5,12.4,181,,
3019.5,12,177,,
3020.5,11.9,176,,
3021.5,12,175,,
3022.5,11.9,177,,
3023.5,11.7,179,,
3024.5,11.4,181,,
3025.5,11.1,182,,
3026.5,10.9,182,,
3027.5,10.7,184,,
3028.5,10.7,185,,
3029.5,10.9,186,,
3030.5,11.8,185,,
3031.5,12.6,186,,
3032.5,12.8,185,,
3033.5,12.9,180,,
3034.5,12.9,175,,
3035.5,13.1,172,,
3036.5,13.3,170,,
3037.5,13.4,169,,
3038.5,13.4,170,,
3039.5,13.3,172,,
3040.5,13,174,,
3041.5,12.6,176,,
3042.5,12,180,,
3043.5,11.3,183,,
3044.5,10.8,188,,
3045.5,10.5,194,,
3046.5,10.3,198,,
3047.5,10.2,200,,
3048.5,10.2,200,,
3049.5,10.1,200,,
3050.5,10.1,201,,
3051.5,10.1,202,,
3052.5,10.1,204,,
3053.5,10.2,206,,
3054.5,10.8,206,,
3055.5,11.5,199,,
3056.5,11.8,188,,
3057.5,12.2,178,,
3058.5,12.7,172,,
3059.5,13.3,170,,
3060.5,13.8,168,,
3061.5,14.1,168,,
3062.5,14.2,168,,
3063.5,14.1,169,,
3064.5,13.8,170,,
3065.5,13.2,171,,
3066.5,12.4,173,,
3067.5,11.8,176,,
3068.5,11.4,183,,
3069.5,11.1,190,,
3070.5,10.8,196,,
3071.5,10.6,202,,
3072.5,10.5,201,,
3073.5,10.5,187,,
3074.5,10.5,176,,
3075.5,10.4,183,,
3076.5,10.3,196,,
3077.5,10.2,200,,
3078.5,10.7,190,,
3079.5,11.6,172,,
3080.5,12.4,164,,
3081.5,12.9,162,,
3082.5,13.2,161,,
3083.5,13.4,162,,
3084.5,13.5,166,,
3085.5,13.4,169,,
3086.5,13.3,170,,
3087.5,13.2,171,,
3088.5,13,170,,
3089.5,12.3,170,,
3090.5,11.3,172,,
3091.5,10.6,179,,
3092.5,10.4,191,,
3093.5,10.3,204,,
3094.5,10.2,214,,
3095.5,10.1,218,,
3096.5,10,216,,
3097.5,10,207,,
3098.5,9.9,198,,
3099.5,9.8,188,,
3100.5,9.6,177,,
3101.5,9.5,163,,
3102.5,9.8,123,,
3103.5,10.3,101,,
3104.5,10.3,92,,
3105.5,10.2,76,,
3106.5,10.4,45,,
3107.5,10.8,39,,
3108.5,11.2,42,,
3109.5,11.5,44,,
3110.5,11.6,42,,
3111.5,11.5,39,,
3112.5,11.1,35,,
3113.5,10.3,35,,
3114.5,9.9,35,,
3115.5,9.9,31,,
3116.5,9.9,24,,
3117.5,9.9,18,,
3118.5,10,6,,
3119.5,10.4,357,,
3120.5,11.2,352,,
3121.5,12,354,,
3122.5,12.3,355,,
3123.5,12.4,356,,
3124.5,12.2,358,,
3125.5,12.1,357,,
3126.5,12.7,355,,
3127.5,13.4,360,,
3128.5,13.6,8,,
3129.5,13.6,14,,
3130.5,13.4,16,,
3131.5,13.2,16,,
3132.5,12.9,16,,
3133.5,12.5,16,,
3134.5,12.3,15,,
3135.5,12.1,15,,
3136.5,11.7,14,,
3137.5,10.9,13,,
3138.5,10.5,9,,
3139.5,10.8,10,,
3140.5,11,14,,
3141.5,10.9,14,,
3142.5,11.1,4,,
3143.5,11.7,351,,
3144.5,12,352,,
3145.5,12.3,353,,
3146.5,12.8,352,,
3147.5,13,353,,
3148.5,12.9,352,,
3149.5,12.9,350,,
3150.5,13.5,349,,
3151.5,14.1,353,,
3152.5,14.2,3,,
3153.5,14,12,,
3154.5,13.7,17,,
3155.5,13.3,19,,
3156.5,13,18,,
3157.5,12.8,16,,
3158.5,12.5,15,,
3159.5,12.2,13,,
3160.5,11.7,11,,
3161.5,10.8,7,,
3162.5,10.4,358,,
3163.5,10.7,359,,
3164.5,11.1,5,,
3165.5,11.4,8,,
3166.5,11.5,3,,
3167.5,11.7,353,,
3168.5,11.9,350,,
3169.5,12,350,,
3170.5,12.2,351,,
3171.5,12.3,354,,
3172.5,12.2,357,,
3173.5,12.2,355,,
3174.5,12.7,350,,
3175.5,13.4,348,,
3176.5,13.6,354,,
3177.5,13.4,2,,
3178.5,13.1,9,,
3179.5,12.7,18,,
3180.5,12.3,28,,
3181.5,11.8,38,,
3182.5,11.4,50,,
3183.5,11,64,,
3184.5,10.7,87,,
3185.5,10.5,121,,
3186.5,10.7,161,,
3187.5,11.1,176,,
3188.5,11,181,,
3189.5,10.6,182,,
3190.5,10.1,182,,
3191.5,9.7,186,,
3192.5,9.3,190,,
3193.5,9.1,201,,
3194.5,9,212,,
3195.5,9.3,298,,
3196.5,9.7,325,,
3197.5,10.4,332,,
3198.5,11,336,,
3199.5,11.1,343,,
3200.5,10.6,353,,
3201.5,10.2,15,,
3202.5,10.2,49,,
3203.5,10.4,78,,
3204.5,10.7,103,,
3205.5,10.9,117,,
3206.5,11,124,,
3207.5,10.9,132,,
3208.5,10.7,142,,
3209.5,10.6,158,,
3210.5,10.6,182,,
3211.5,10.6,201,,
3212.5,10.3,213,,
3213.5,9.9,224,,
3214.5,9.6,242,,
3215.5,9.8,301,,
3216.5,10.3,344,,
3217.5,10.8,358,,
3218.5,11.4,358,,
3219.5,11.9,351,,
3220.5,12,346,,
3221.5,12.1,342,,
3222.5,12.6,341,,
3223.5,13.1,345,,
3224.5,13.3,353,,
3225.5,13.2,1,,
3226.5,13,8,,
3227.5,12.7,13,,
3228.5,12.4,16,,
3229.5,12.2,18,,
3230.5,12.1,18,,
3231.5,12,16,,
3232.5,11.8,12,,
3233.5,11.3,5,,
3234.5,10.9,355,,
3235.5,10.8,345,,
3236.5,10.7,342,,
3237.5,10.7,343,,
3238.5,10.8,346,,
3239.5,11.1,351,,
3240.5,11.4,356,,
3241.5,11.8,0,,
3242.5,12.2,359,,
3243.5,12.4,356,,
3244.5,12.5,354,,
3245.5,12.6,355,,
3246.5,13,357,,
3247.5,13.6,2,,
3248.5,13.7,4,,
3249.5,13.5,9,,
3250.5,13.2,14,,
3251.5,12.9,18,,
3252.5,12.7,20,,
3253.5,12.4,22,,
3254.5,12.1,24,,
3255.5,11.6,28,,
3256.5,10.9,35,,
3257.5,10.2,50,,
3258.5,9.8,76,,
3259.5,9.7,90,,
3260.5,9.7,92,,
3261.5,9.7,82,,
3262.5,9.9,59,,
3263.5,10.7,26,,
3264.5,11.8,4,,
3265.5,12.4,357,,
3266.5,12.6,356,,
3267.5,12.7,357,,
3268.5,12.7,357,,
3269.5,13,356,,
3270.5,13.8,355,,
3271.5,14.7,357,,
3272.5,15.3,2,,
3273.5,15.5,5,,
3274.5,15.5,8,,
3275.5,15.5,10,,
3276.5,15.7,9,,
3277.5,16,8,,
3278.5,16.3,7,,
3279.5,16.5,5,,
3280.5,16.5,5,,
3281.5,16.1,5,,
3282.5,15.6,4,,
3283.5,15.6,3,,
3284.5,15.9,0,,
3285.5,16,358,,
3286.5,16,356,,
3287.5,16.1,354,,
3288.5,16.2,353,,
3289.5,16.3,352,,
3290.5,16.4,352,,
3291.5,16.3,353,,
3292.5,16.3,354,,
3293.5,16.3,355,,
3294.5,16.6,356,,
3295.5,17.4,356,,
3296.5,18,358,,
3297.5,18,359,,
3298.5,18,0,,
3299.5,18,1,,
3300.5,18,0,,
3301.5,18.1,360,,
3302.5,18.2,360,,
3303.5,18.1,0,,
3304.5,17.7,0,,
3305.5,17.1,1,,
3306.5,16.4,1,,
3307.5,16.2,1,,
3308.5,16.2,360,,
3309.5,16.1,359,,
3310.5,15.9,359,,
3311.5,15.7,358,,
3312.5,15.5,358,,
3313.5,15.4,359,,
3314.5,15.4,0,,
3315.5,15.4,0,,
3316.5,15.5,0,,
3317.5,15.5,0,,
3318.5,15.8,1,,
3319.5,16.4,1,,
3320.5,17.1,3,,
3321.5,17.3,5,,
3322.5,17.2,7,,
3323.5,17,9,,
3324.5,17,11,,
3325.5,17.1,12,,
3326.5,17.3,12,,
3327.5,17.5,10,,
3328.5,17.5,9,,
3329.5,17,10,,
3330.5,16.5,10,,
3331.5,16.2,9,,
3332.5,16.1,8,,
3333.5,16,8,,
3334.5,15.8,9,,
3335.5,15.7,7,,
3336.5,15.6,6,,
3337.5,15.4,4,,
3338.5,15.4,2,,
3339.5,15.4,360,,
3340.5,15.3,358,,
3341.5,15.2,356,,
3342.5,15.8,354,,
3343.5,16.7,354,,
3344.5,17.1,357,,
3345.5,17.1,0,,
3346.5,16.8,3,,
3347.5,16.4,5,,
3348.5,16.2,5,,
3349.5,16,6,,
3350.5,15.9,6,,
3351.5,15.9,7,,
